A,Y_LT6,M,MEI_E,PPS,PT	7793 	7850 	8688 	9137 	9012 	9127 	9040 	: 	10707 b	11171 	11760 	11353 	11757 	11284 	12842 	11877 	11902 	11897 	11740 	11829 	12525 	13078 	13314 	13997 	14525 	15154 	13173 	14809 	: 
A,Y_LT6,M,MEI_E,PPS,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3097 	3482 	3551 	3682 	3557 	3898 	4077 	4282 	4614 	5096 	5693 	7875 	8789 	8955 	10840 	10692 	12790 	: 
A,Y_LT6,M,MEI_E,PPS,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5343 	5137 	5806 	5629 	5709 	5483 	6324 	7766 	8217 	8557 	: 	: 
A,Y_LT6,M,MEI_E,PPS,SE	: 	: 	: 	: 	: 	: 	: 	: 	14040 	14610 	14215 	15799 	17335 b	18933 	17623 	17769 	18878 	19945 	19938 	19832 	19936 	19705 	19699 	19429 	19411 	19540 	20497 	21012 	23479 
A,Y_LT6,M,MEI_E,PPS,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	12257 	13192 	14136 	15655 	15410 	14320 	14679 	15356 	15576 	15185 	15930 	16374 	16289 	16599 	17313 	17416 	19041 	19900 	21205 	22779 
A,Y_LT6,M,MEI_E,PPS,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	4329 	5042 	5840 	6745 	7581 	8238 	8623 	9913 	9870 	10081 	10288 	10273 	9162 	8923 	9678 	9351 	8826 	8449 	8910 	: 
A,Y_LT6,M,MEI_E,PPS,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3914 	4420 	4682 	4952 	5050 	5659 	6115 	6267 	6528 	6844 	8002 	7976 	7819 	7722 	7998 	7195 	8628 	9467 	: 
A,Y_LT6,M,MEI_E,PPS,UK	11596 	11604 	12688 	12764 	12608 	13891 	15003 	: 	: 	18401 b	18514 	21863 	20462 	18668 	17862 	17170 	17848 b	17219 	17567 	18701 	17994 	20052 b	21119 	: 	: 	: 	: 	: 	: 
A,Y_LT6,M,MEI_E,PPS,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4955 	: 	: 	: 	: 	: 	: 
A,Y_LT6,T,MED_E,EUR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1558 	1772 	2121 	2412 	2400 	: 	: 	: 
A,Y_LT6,T,MED_E,EUR,AT	12756 	13784 	13312 	13135 	12507 	13221 	13299 	13293 b	14740 	15435 	15588 	15691 	16245 b	18122 	17420 	18204 	17908 	18135 	19980 	19682 	19868 	21167 	21158 	21574 	23491 	23895 	23830 	27314 	: 
A,Y_LT6,T,MED_E,EUR,BE	13427 	14324 	14239 	14309 	14400 	15327 	15885 	16555 b	15421 	16682 	18259 	17843 	18439 	19313 	19094 	19772 	20489 	21899 	21942 	22185 	23918 	23947 	24369 	24916 b	26376 	26756 	28572 	30388 	31556 
A,Y_LT6,T,MED_E,EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1215 	1314 	2248 	2908 	2966 	2886 	2699 	2709 	2977 	3327 	2861 b	3224 	3526 	4316 	4549 	5401 	5276 	6510 	7955 
A,Y_LT6,T,MED_E,EUR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24360 	23365 	25690 	26101 	29990 	35307 	36540 	33218 b	35604 	39288 	38031 	38161 	37464 	37389 	38865 	39684 	42986 	: 
A,Y_LT6,T,MED_E,EUR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	13617 	14872 	16059 	16433 b	16881 	15866 	17995 	17469 	16621 	15118 	13570 	13912 	14613 	14511 	15243 	15241 	15828 	17554 	18313 	: 
A,Y_LT6,T,MED_E,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	3884 	4396 	5032 	5981 	7074 	6888 	7317 	7664 	7700 	7564 	7364 	7673 	8350 	9015 	9681 	10006 	9880 	11454 	13133 	13831 
A,Y_LT6,T,MED_E,EUR,DE	11860 	13238 	13265 	12609 	13359 	14013 	14984 	: 	: 	15138 b	14452 	16444 	17131 	17850 	17745 	17821 	18530 	18975 	19161 	20031 	20771 	22150 	22220 	23213 	25301 b	23592 	23944 	24993 	26789 
A,Y_LT6,T,MED_E,EUR,DK	: 	: 	: 	: 	: 	: 	: 	21012 	21075 	21867 	22761 	23101 	24530 	25825 	26571 	27622 b	28333 	29112 	29447 	30335 	31040 	30352 	29325 	31401 	30730 b	32205 	33642 	33995 	35889 
A,Y_LT6,T,MED_E,EUR,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16060 e	16505 e	16589 e	16574 e	16903 e	17029 e	17120 e	17551 e	18001 e	18559 e	18876 e	19358 	20172 b	20292 	: 	: 	: 
A,Y_LT6,T,MED_E,EUR,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	13554 	13896 	14747 	15819 	16397 	16473 	16505 	16832 	16961 	17120 	17655 	18107 	18666 	18975 	19465 	20275 b	: 	: 	: 	: 
A,Y_LT6,T,MED_E,EUR,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	13440 	13795 	14647 	15729 	16305 	16373 	16406 	16735 	16860 	17017 	17551 	18001 	18559 	18876 	19358 	20172 b	20292 	: 	: 	: 
A,Y_LT6,T,MED_E,EUR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16988 	17418 	17870 	18431 	18754 	19243 	20056 	20172 	21125 	22212 	: 
A,Y_LT6,T,MED_E,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	2421 	3158 	3817 	4886 	5929 	6769 	6560 	6765 	7331 	7722 	9023 b	8314 	9534 	10492 	11441 	12381 	13097 	13576 	17694 	16725 	17209 
A,Y_LT6,T,MED_E,EUR,EL	5524 	5557 	6316 	7054 	6988 	7264 	8170 	8621 b	9500 	10032 	9995 	10571 	11288 	11286 	11905 	11214 	9687 	7905 	7453 	7167 	7229 	7567 	7686 	8058 	8306 	8962 	8929 	9524 	: 
A,Y_LT6,T,MED_E,EUR,ES	6081 	5810 	6065 	6374 	7196 	7830 	7994 	: 	10314 b	10289 	10452 	11348 	12770 b	13482 	14033 	13492 	13238 	12909 	12842 	13169 	13756 	14202 	14724 	13569 	13816 	14012 	15198 	16621 	16713 
A,Y_LT6,T,MED_E,EUR,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14173 e	14413 e	14366 e	14503 e	14913 e	15045 e	15418 e	15814 e	16215 e	16710 e	17094 e	17513 e	: 	: 	: 	: 	: 
A,Y_LT6,T,MED_E,EUR,EU15	9761 e	10201 e	10599 e	10964 e	11340 e	12068 e	12984 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,Y_LT6,T,MED_E,EUR,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	12053 e	12505 e	13395 	14173 	14413 	14424 	14569 	14981 	15122 	15494 	15890 	16289 	16783 	17164 	17578 e	: 	: 	: 	: 	: 
A,Y_LT6,T,MED_E,EUR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	12201 e	12457 e	12679 e	13698 e	14360 e	14237 	14337 	14681 	14837 	14983 	15441 	15816 	16372 	16719 e	17201 e	17831 b	17922 	18953 	20104 	: 
A,Y_LT6,T,MED_E,EUR,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14366 	14503 	14913 	15045 	15418 	15814 	16215 	16710 	17094 	17513 e	: 	: 	: 	: 	: 
A,Y_LT6,T,MED_E,EUR,FI	: 	12421 	12088 	12941 	12813 	13329 	13601 	: 	15296 b	16538 	17083 	17637 	19004 	19736 	20263 	20597 	21261 	22241 	22384 	23587 	22889 	22564 	22841 	23082 	23378 	23789 	25438 	26174 	27065 
A,Y_LT6,T,MED_E,EUR,FR	12660 	13043 	13209 	13325 	13610 	14003 	14719 	: 	14625 b	14653 	15646 	15571 	17676 b	18997 	18818 	18782 	19719 	20284 	20177 	20528 	20916 	20559 	20868 	21518 	21282 b	22449 	22249 b	23119 	: 
A,Y_LT6,T,MED_E,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6578 	5697 	5336 	5034 	5243 	5685 	6036 	6409 	6837 	7565 	8590 	8732 	9161 	10348 b	: 
A,Y_LT6,T,MED_E,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	3174 	3341 	3563 	3909 	4112 	3798 	4068 	4461 	3966 	3810 	4450 	4579 	4431 	4934 	5768 	5709 	6027 	7048 	7081 	: 
A,Y_LT6,T,MED_E,EUR,IE	7934 	8235 	8747 	10721 	11144 	11950 	13900 	16161 b	17660 	18451 	19613 	22629 	24388 	22467 	21646 	19852 	20255 	20544 	21316 	22370 	22896 	23753 	24420 	24885 b	26367 b	29202 	28885 	29975 	: 
A,Y_LT6,T,MED_E,EUR,IS	: 	: 	: 	: 	: 	: 	: 	: 	20963 	21890 	26440 	25662 	28880 	19574 	16608 	17210 	17249 	18047 	19824 	21835 	24980 	29273 	34208 	32284 	31694 	: 	: 	: 	: 
A,Y_LT6,T,MED_E,EUR,IT	7288 	7042 	7876 	8480 	8597 	9181 	9641 	: 	12280 b	13179 	13672 	14488 	14623 	14310 	14435 	15122 	14907 	14822 	14671 	15273 	15105 	14756 	15192 	15749 	16584 	15493 	18006 	18128 	18654 
A,Y_LT6,T,MED_E,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	1964 	2764 	3547 	4533 	5185 	4343 	4395 	5045 	4970 	5013 	5525 	5966 	6389 	7451 	7175 	8969 	9988 	10595 	12386 	: 
A,Y_LT6,T,MED_E,EUR,LU	17757 	17893 	18178 	18243 	18709 	19650 	20918 	24892 b	25639 	26235 	26663 	27458 	28052 	27441 	29055 	29168 	27481 	27551 	31421 	32867 	28076 b	32710 	28183 	31815 	37127 b	40629 b	43263 b	47742 	48830 
A,Y_LT6,T,MED_E,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	2283 	2738 	3430 	5241 	5743 	4961 	4898 	4777 	5499 	5470 	6445 	7134 	7322 	8350 	9277 	10204 	10707 	11398 	13585 	15222 
A,Y_LT6,T,MED_E,EUR,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2518 	2539 	2624 	3069 	3238 	3412 	3278 	3277 	3405 	3792 	: 	: 
A,Y_LT6,T,MED_E,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1785 	1866 	1855 	1859 	1990 	2230 	2346 	2405 	2503 	: 	: 	: 	: 
A,Y_LT6,T,MED_E,EUR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	8153 	8415 	8758 	8940 	9430 	9130 	10114 	10387 	11394 	13376 	13984 	13729 	15144 	14757 	16233 	16959 	17917 	18329 	18497 	: 
A,Y_LT6,T,MED_E,EUR,NL	10583 	11092 	11560 	11715 	12142 	12410 	12789 	: 	: 	15861 b	16575 	17742 	19171 	19560 	19940 	19869 	20238 	20559 	21667 	21988 	23392 b	25263 	25348 	25585 	26627 	30223 	32167 	30596 	33857 
A,Y_LT6,T,MED_E,EUR,NO	: 	: 	: 	: 	: 	: 	: 	27345 	26279 	25410 	28805 	27456 	30981 	33174 	31623 	35424 	38011 	41269 	42230 	40051 	37475 	36418 	37958 	37978 	38121 	33769 b	38269 	40411 b	: 
A,Y_LT6,T,MED_E,EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	2250 	2861 	3323 	4020 	4932 	4297 	4933 	4876 	4844 	5048 	5446 	5986 	6249 	6793 	7284 	8360 	8504 	8921 	10321 	: 
A,Y_LT6,T,MED_E,EUR,PT	4227 	4447 	4740 	4798 	4836 	5536 	5551 	: 	7239 b	7487 	7685 	7530 	8803 	8282 	9070 	8185 	8394 	8502 	8566 	8559 	8800 	9444 	9583 	10270 	10906 	11733 	10245 	11229 	: 
A,Y_LT6,T,MED_E,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1531 	1838 	1951 	1812 	1804 	1958 	1784 	1953 	1981 	2227 	2548 	3183 	3940 	4405 	5024 	5569 	6630 	: 
A,Y_LT6,T,MED_E,EUR,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2367 	2357 	2586 	2452 	2518 	2692 	3247 	3739 	4266 	4675 	: 	: 
A,Y_LT6,T,MED_E,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	16370 	16730 	16769 	17827 	19541 b	20123 	18179 	20175 	22704 	24389 	24130 	24239 	23345 	23393 	23587 	21996 	22795 	23086 	24906 	25151 	24950 
A,Y_LT6,T,MED_E,EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	8606 	9284 	9831 	11231 	12028 	12012 	12006 	12394 	12069 	12075 	12493 	12525 	12739 	13236 	13874 	14346 	15641 	16562 	18080 	19711 
A,Y_LT6,T,MED_E,EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	2972 	3120 	3805 	4560 	5190 	5731 	5803 	6606 	6426 	6178 	6310 	6306 	6692 	6816 	7207 	7825 	7529 	7721 	8351 	: 
A,Y_LT6,T,MED_E,EUR,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1894 	2147 	2379 	2434 	2299 	2791 	2618 	2746 	2826 	2807 	3085 	3193 	2882 	2463 	2546 	2212 	2221 	2434 	: 
A,Y_LT6,T,MED_E,EUR,UK	8685 	8733 	9341 	11311 	11518 	13029 	15487 	: 	: 	16417 b	16983 	18516 	17458 	14765 	15204 	15599 	16365 b	16264 	18102 	18004 	18573 	18723 b	19375 	: 	: 	: 	: 	: 	: 
A,Y_LT6,T,MED_E,EUR,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2120 	: 	: 	: 	: 	: 	: 
A,Y_LT6,T,MED_E,NAC,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	214048 	237724 	270562 	296754 	297042 	: 	: 	: 
A,Y_LT6,T,MED_E,NAC,AT	12552 	13206 	12997 	13195 	12592 	13221 	13299 	13293 b	14740 	15435 	15588 	15691 	16245 b	18122 	17420 	18204 	17908 	18135 	19980 	19682 	19868 	21167 	21158 	21574 	23491 	23895 	23830 	27314 	: 
A,Y_LT6,T,MED_E,NAC,BE	13199 	13689 	13872 	14378 	14500 	15327 	15885 	16555 b	15421 	16682 	18259 	17843 	18439 	19313 	19094 	19772 	20489 	21899 	21942 	22185 	23918 	23947 	24369 	24916 b	26376 	26756 	28572 	30388 	31556 
A,Y_LT6,T,MED_E,NAC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2377 	2571 	4397 	5688 	5800 	5645 	5279 	5299 	5823 	6507 	5596 b	6305 	6896 	8441 	8898 	10564 	10319 	12732 	15558 
A,Y_LT6,T,MED_E,NAC,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38316 	38382 	40780 	39412 	41395 	43520 	44041 	40894 b	43245 	41956 	41461 	42424 	43271 	41592 	41605 	42902 	43188 	: 
A,Y_LT6,T,MED_E,NAC,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	7923 	8578 	9247 	9574 b	16881 	15866 	17995 	17469 	16621 	15118 	13570 	13912 	14613 	14511 	15243 	15241 	15828 	17554 	18313 	: 
A,Y_LT6,T,MED_E,NAC,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	123856 	130917 	142630 	166076 	176465 	182091 	184996 	188463 	193659 	196501 	202779 	209302 	225745 	237332 	248299 	256845 	261370 	293678 	322627 	331993 
A,Y_LT6,T,MED_E,NAC,DE	11670 	12683 	12952 	12664 	13450 	14013 	14984 	: 	: 	15138 b	14452 	16444 	17131 	17850 	17745 	17821 	18530 	18975 	19161 	20031 	20771 	22150 	22220 	23213 	25301 b	23592 	23944 	24993 	26789 
A,Y_LT6,T,MED_E,NAC,DK	: 	: 	: 	: 	: 	: 	: 	156131 	156600 	162690 	169613 	172313 	182760 	192548 	197852 	205709 b	211099 	216699 	219612 	226142 	231520 	225979 	218140 	234040 	229431 b	240060 	250193 	252911 	267407 
A,Y_LT6,T,MED_E,NAC,EE	: 	: 	: 	: 	: 	: 	: 	: 	2421 	3158 	3817 	4886 	5929 	6769 	6560 	6765 	7331 	7722 	9023 b	8314 	9534 	10492 	11441 	12381 	13097 	13576 	17694 	16725 	17209 
A,Y_LT6,T,MED_E,NAC,EL	4726 	5001 	5732 	6482 	6864 	7029 	8170 	8621 b	9500 	10032 	9995 	10571 	11288 	11286 	11905 	11214 	9687 	7905 	7453 	7167 	7229 	7567 	7686 	8058 	8306 	8962 	8929 	9524 	: 
A,Y_LT6,T,MED_E,NAC,ES	5808 	5692 	5860 	6354 	7230 	7830 	7994 	: 	10314 b	10289 	10452 	11348 	12770 b	13482 	14033 	13492 	13238 	12909 	12842 	13169 	13756 	14202 	14724 	13569 	13816 	14012 	15198 	16621 	16713 
A,Y_LT6,T,MED_E,NAC,FI	: 	11925 	11849 	12799 	12892 	13329 	13601 	: 	15296 b	16538 	17083 	17637 	19004 	19736 	20263 	20597 	21261 	22241 	22384 	23587 	22889 	22564 	22841 	23082 	23378 	23789 	25438 	26174 	27065 
A,Y_LT6,T,MED_E,NAC,FR	12705 	12975 	13082 	13433 	13697 	14003 	14719 	: 	14625 b	14653 	15646 	15571 	17676 b	18997 	18818 	18782 	19719 	20284 	20177 	20528 	20916 	20559 	20868 	21518 	21282 b	22449 	22249 b	23119 	: 
A,Y_LT6,T,MED_E,NAC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	48286 	41523 	40203 	37861 	39500 	42830 	45476 	48286 	51516 	57000 	64722 	65788 	69024 	10348 b	: 
A,Y_LT6,T,MED_E,NAC,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	798695 	828826 	941478 	982486 	1034215 	1064798 	1120632 	1246384 	1147143 	1131052 	1373775 	1419478 	1380072 	1525553 	1839455 	1857102 	2117143 	2526974 	2770773 	: 
A,Y_LT6,T,MED_E,NAC,IE	7995 	8527 	8812 	10175 	11125 	11950 	13900 	16161 b	17660 	18451 	19613 	22629 	24388 	22467 	21646 	19852 	20255 	20544 	21316 	22370 	22896 	23753 	24420 	24885 b	26367 b	29202 	28885 	29975 	: 
A,Y_LT6,T,MED_E,NAC,IS	: 	: 	: 	: 	: 	: 	: 	: 	1816404 	1907475 	2068435 	2252066 	2530732 	2815380 	2867743 	2786195 	2784398 	2900704 	3219070 	3381444 	3654527 	3910565 	4123449 	4128769 	4351000 	: 	: 	: 	: 
A,Y_LT6,T,MED_E,NAC,IT	7208 	7747 	7968 	8450 	8630 	9181 	9641 	: 	12280 b	13179 	13672 	14488 	14623 	14310 	14435 	15122 	14907 	14822 	14671 	15273 	15105 	14756 	15192 	15749 	16584 	15493 	18006 	18128 	18654 
A,Y_LT6,T,MED_E,NAC,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	6783 	9544 	12246 	15650 	17902 	14997 	15175 	17421 	17161 	17309 	5525 	5966 	6389 	7451 	7175 	8969 	9988 	10595 	12386 	: 
A,Y_LT6,T,MED_E,NAC,LU	17456 	17100 	17709 	18330 	18840 	19650 	20918 	24892 b	25639 	26235 	26663 	27458 	28052 	27441 	29055 	29168 	27481 	27551 	31421 	32867 	28076 b	32710 	28183 	31815 	37127 b	40629 b	43263 b	47742 	48830 
A,Y_LT6,T,MED_E,NAC,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	2283 	2738 	3430 	5241 	5743 	4961 	4898 	4777 	5499 	5470 	6445 	7134 	7322 	8350 	9277 	10204 	10707 	11398 	13585 	15222 
A,Y_LT6,T,MED_E,NAC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2518 	2539 	2624 	3069 	3238 	3412 	3278 	3277 	3405 	3792 	: 	: 
A,Y_LT6,T,MED_E,NAC,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	109771 	114783 	114260 	114561 	122622 	137354 	144441 	147914 	153968 	: 	: 	: 	: 
A,Y_LT6,T,MED_E,NAC,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	3490 	3618 	8758 	8940 	9430 	9130 	10114 	10387 	11394 	13376 	13984 	13729 	15144 	14757 	16233 	16959 	17917 	18329 	18497 	: 
A,Y_LT6,T,MED_E,NAC,NL	10365 	10564 	11224 	11753 	12230 	12410 	12789 	: 	: 	15861 b	16575 	17742 	19171 	19560 	19940 	19869 	20238 	20559 	21667 	21988 	23392 b	25263 	25348 	25585 	26627 	30223 	32167 	30596 	33857 
A,Y_LT6,T,MED_E,NAC,NO	: 	: 	: 	: 	: 	: 	: 	205321 	210320 	212678 	230704 	220940 	248356 	272817 	275995 	283544 	296235 	308492 	329679 	334605 	335389 	338343 	354032 	364490 	375534 	362093 b	388937 	408251 b	: 
A,Y_LT6,T,MED_E,NAC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	10184 	11509 	12945 	15212 	17320 	18594 	19707 	20094 	20272 	21190 	22789 	25044 	27266 	28918 	31043 	35930 	37785 	40725 	48363 	: 
A,Y_LT6,T,MED_E,NAC,PT	4151 	4350 	4629 	4753 	4865 	5536 	5551 	: 	7239 b	7487 	7685 	7530 	8803 	8282 	9070 	8185 	8394 	8502 	8566 	8559 	8800 	9444 	9583 	10270 	10906 	11733 	10245 	11229 	: 
A,Y_LT6,T,MED_E,NAC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5397 	6132 	7185 	7681 	7601 	8300 	7957 	8630 	8802 	9902 	11442 	14542 	18338 	20903 	24310 	27409 	32697 	: 
A,Y_LT6,T,MED_E,NAC,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	267742 	266667 	303333 	296087 	310000 	326667 	384000 	440645 	501567 	549613 	: 	: 
A,Y_LT6,T,MED_E,NAC,SE	: 	: 	: 	: 	: 	: 	: 	: 	149366 	152650 	155649 	164977 	180755 b	193488 	193047 	192416 	205009 	212282 	208765 	220542 	218355 	221506 	227259 	225640 	241375 	242049 	252705 	267346 	286395 
A,Y_LT6,T,MED_E,NAC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	2057492 	2224077 	9831 	11231 	12028 	12012 	12006 	12394 	12069 	12075 	12493 	12525 	12739 	13236 	13874 	14346 	15641 	16562 	18080 	19711 
A,Y_LT6,T,MED_E,NAC,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	118965 	120418 	141676 	154020 	5190 	5731 	5803 	6606 	6426 	6178 	6310 	6306 	6692 	6816 	7207 	7825 	7529 	7721 	8351 	: 
A,Y_LT6,T,MED_E,NAC,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3176 	3883 	4250 	4640 	4973 	5571 	6120 	6352 	7160 	8159 	9335 	10674 	11874 	14056 	16186 	17817 	23350 	42381 	: 
A,Y_LT6,T,MED_E,NAC,UK	6739 	7238 	7602 	7830 	7791 	8583 	9439 	: 	: 	11226 b	11578 	12671 	13902 	13155 	13043 	13538 	13270 b	13813 	14592 	14513 	15221 	16414 b	17142 	: 	: 	: 	: 	: 	: 
A,Y_LT6,T,MED_E,NAC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2120 	: 	: 	: 	: 	: 	: 
A,Y_LT6,T,MED_E,PPS,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3178 	3552 	4041 	4192 	3973 	: 	: 	: 
A,Y_LT6,T,MED_E,PPS,AT	11592 	11963 	12233 	12428 	11836 	13051 	13727 	12853 b	14269 	14944 	15209 	15392 	15843 b	17239 	16144 	17324 	16919 	17174 	18647 	18600 	19344 	19978 	19502 	19862 	20642 	21300 	21498 	24922 	: 
A,Y_LT6,T,MED_E,PPS,BE	12784 	13108 	13868 	14446 	14616 	14982 	15869 	16313 b	14476 	15631 	17161 	16568 	17166 	17491 	17002 	17944 	18586 	19942 	19805 	20410 	22888 	22021 	21969 	22377 b	22906 	23486 	25255 	26341 	27322 
A,Y_LT6,T,MED_E,PPS,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2811 	2929 	4934 	5916 	5786 	5774 	5378 	5467 	6073 	6873 	6123 b	6764 	7088 	8553 	8530 	9818 	9488 	11132 	13321 
A,Y_LT6,T,MED_E,PPS,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18096 	18687 	19990 	18962 	20260 	21632 	23049 	22409 b	23916 	24585 	23563 	24014 	24760 	22722 	22917 	23759 	24616 	: 
A,Y_LT6,T,MED_E,PPS,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	15292 	16739 	18303 	18707 b	19251 	17676 	20295 	19685 	17973 	16548 	15066 	16049 	17012 	16564 	17476 	16702 	17392 	19386 	19904 	: 
A,Y_LT6,T,MED_E,PPS,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	7012 	7562 	8205 	9587 	9798 	9427 	9809 	10145 	10811 	11005 	11560 	12215 	12746 	13157 	13594 	13323 	12846 	14479 	15587 	15511 
A,Y_LT6,T,MED_E,PPS,DE	10547 	11548 	11876 	11840 	12568 	13448 	15043 	: 	: 	14453 b	13994 	16026 	16849 	17244 	16590 	17214 	18163 	18874 	18659 	19737 	20650 	21555 	21503 	22402 	23570 b	22070 	22217 	22912 	24435 
A,Y_LT6,T,MED_E,PPS,DK	: 	: 	: 	: 	: 	: 	: 	15701 	14935 	15670 	16217 	16695 	17869 	18486 	18581 	19666 b	20041 	20942 	21124 	21801 	23124 	21646 	21087 	22869 	21830 b	22983 	23511 	22882 	25027 
A,Y_LT6,T,MED_E,PPS,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18168 	18578 	18774 b	18873 	: 	: 	: 
A,Y_LT6,T,MED_E,PPS,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18226 	18645 	18826 b	: 	: 	: 	: 
A,Y_LT6,T,MED_E,PPS,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18168 	18578 	18774 b	18873 	: 	: 	: 
A,Y_LT6,T,MED_E,PPS,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16334 	16973 	17832 	17979 	18096 	18505 	18708 	18803 	19673 	20655 	: 
A,Y_LT6,T,MED_E,PPS,EE	: 	: 	: 	: 	: 	: 	: 	: 	3900 	5007 	5902 	7131 	8084 	8832 	8491 	9045 	9662 	10103 	11553 b	10995 	13088 	13879 	14544 	15383 	15350 	15929 	20363 	17128 	17573 
